Title,type,country,date_added,release_year,rating,duration,description,IMDb,Genre,Avg Rating per Genre,Growth Outcome
Abominable Christmas,Movie,United States,2016-02-18,2012,TV-Y7,44 min,Two small abominable snowmen flee their mountain to escape a scientist who's trying to capture them and end up spending Christmas with a human family.,5.4,Comedy,6.34,0
About Time,Movie,United Kingdom,2019-04-16,2013,R,123 min,"When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams.",7.8,Comedy,6.34,0
Abstract: The Art of Design,TV Show,United States,2019-09-25,2019,TV-14,2 Seasons,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,8.4,Documentaries,7.03,0
Absurd Planet,TV Show,United States,2020-04-22,2020,TV-PG,1 Season,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",3.8,Comedy,6.34,0
Abzurdah,Movie,Argentina,2016-08-25,2015,TV-MA,90 min,A disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia.,5.4,Drama,6.57,0
Accident,Movie,Hong Kong,2018-12-01,2009,TV-MA,87 min,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.,6.6,Thrillers,5.85,0
Across Grace Alley,Movie,United States,2016-12-01,2013,TV-PG,24 min,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window.",6.5,Drama,6.57,0
Action Replayy,Movie,India,2020-05-11,2010,TV-PG,129 min,"Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss.",4.2,Comedy,6.34,0
Acts of Vengeance,Movie,"Bulgaria, United States",2018-01-25,2017,R,87 min,"Devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge.",5.7,Action & Adventure,6.14,0
Ad Vitam,TV Show,France,2019-11-01,2018,TV-MA,1 Season,"In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.",6.4,Crime,7.41,1
Adam Devine: Best Time of Our Lives,Movie,United States,2019-06-18,2019,TV-MA,59 min,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",5.8,Comedy,6.34,0
Adam Ruins Everything,TV Show,United States,2018-09-30,2018,TV-14,1 Season,"Education can be fun – and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.",8.0,Comedy,6.34,0
Adam: His Song Continues,Movie,United States,2011-10-01,1986,TV-MA,96 min,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",7.2,Drama,6.57,0
Adel Karam: Live from Beirut,Movie,United States,2018-03-01,2018,TV-MA,59 min,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco.",5.2,Comedy,6.34,0
Adhugo,Movie,India,2019-01-15,2018,TV-14,105 min,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.,6.0,Comedy,6.34,0
Aditi Mittal: Things They Wouldn't Let Me Say,Movie,India,2017-07-18,2017,TV-MA,63 min,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",4.4,Comedy,6.34,0
Advantageous,Movie,United States,2015-06-23,2015,TV-MA,92 min,"In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",6.2,Drama,6.57,0
Adventures in Public School,Movie,"Canada, United States",2018-08-15,2018,NR,86 min,"After years of home-schooling, an awkward teen decides he wants a public high school experience, but his overbearing mother struggles to let go.",5.8,Comedy,6.34,0
Aerials,Movie,United Arab Emirates,2020-05-07,2016,TV-14,90 min,Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,1.4,Sci-Fi & Fantasy,5.82,0
Afflicted,TV Show,United States,2018-08-10,2018,TV-MA,1 Season,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers – and relief.,4.9,Documentaries,7.03,0
Africa,TV Show,United Kingdom,2016-04-28,2013,TV-PG,1 Season,"This five-part nature series chronicles fascinating stories of survival on the African continent, home to the most diverse animal life on the planet.",9.0,Documentaries,7.03,0
After,Movie,United States,2019-10-09,2019,PG-13,106 min,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",5.4,Drama,6.57,0
After Life,TV Show,United Kingdom,2020-04-24,2020,TV-MA,2 Seasons,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",8.5,Comedy,6.34,0
After Maria,Movie,United States,2019-05-24,2019,TV-PG,38 min,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",4.4,Documentaries,7.03,0
After Porn Ends,Movie,United States,2019-05-27,2012,NR,93 min,"This documentary explores the careers of some of porn's top stars and examines their adjustment to ""normal"" society after leaving adult entertainment.",5.7,Documentaries,7.03,0
After Porn Ends 3,Movie,United States,2018-12-30,2018,TV-MA,87 min,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.,5.3,Documentaries,7.03,0
After the Raid,Movie,"United States, Mexico",2019-12-19,2019,TV-PG,25 min,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,4.2,Documentaries,7.03,0
Against the Tide,TV Show,Singapore,2017-07-01,2014,TV-14,1 Season,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,7.7,Crime,7.41,1
Agatha and the Truth of Murder,Movie,United Kingdom,2019-01-31,2018,TV-MA,92 min,"In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage.",6.3,Drama,6.57,0
Age Gap Love,TV Show,United Kingdom,2019-07-12,2017,TV-MA,1 Season,"Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin.",5.8,Reality,6.48,0
Age of Rebellion,TV Show,Taiwan,2018-09-01,2018,TV-MA,1 Season,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",8.6,Crime,7.41,1
Agent,TV Show,"Mauritius, South Africa",2019-12-20,2019,TV-MA,1 Season,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.",6.4,Drama,6.57,0
Aggretsuko,TV Show,Japan,2020-08-27,2020,TV-14,3 Seasons,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",8.0,Anime,7.67,1
Agneepath,Movie,India,2020-04-01,1990,TV-14,174 min,"A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs.",7.7,Drama,6.57,0
Agustín Aristarán: Soy Rada,Movie,Argentina,2018-02-16,2018,TV-MA,60 min,"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine.",6.7,Comedy,6.34,0
Agyaat,Movie,India,2018-10-01,2009,TV-14,97 min,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,2.9,Horror,5.52,0
Ainori Love Wagon: African Journey,TV Show,Japan,2020-01-30,2019,TV-14,1 Season,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",7.4,Reality,6.48,0
Ainori Love Wagon: Asian Journey,TV Show,Japan,2019-03-28,2018,TV-MA,2 Seasons,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",6.9,Reality,6.48,0
Airplane Mode,Movie,United States,2020-01-23,2020,TV-PG,97 min,"When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.",3.8,Comedy,6.34,0
Aisa Yeh Jahaan,Movie,India,2017-10-15,2015,TV-14,127 min,"During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",6.9,Drama,6.57,0
Aiyaary,Movie,India,2018-05-15,2018,TV-MA,158 min,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",5.3,Drama,6.57,0
AJ and the Queen,TV Show,United States,2020-01-10,2020,TV-14,1 Season,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",7.6,Comedy,6.34,0
Ajji,Movie,India,2018-05-01,2017,TV-MA,105 min,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",7.0,Drama,6.57,0
Akame ga Kill!,TV Show,Japan,2020-03-01,2014,TV-14,1 Season,"Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.",7.9,Crime,7.41,1
Ala Vaikunthapurramuloo,Movie,India,2020-02-27,2020,TV-14,162 min,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",7.2,Comedy,6.34,0
Alan Saldaña: Mi vida de pobre,Movie,Mexico,2017-08-04,2017,TV-MA,54 min,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,6.1,Comedy,6.34,0
Albion: The Enchanted Stallion,Movie,"United States, Bulgaria",2017-07-01,2016,TV-PG,106 min,"After a magical horse transports her to a fantasy world ruled by an evil general, a brave girl sets out to save the land once and for all.",5.2,Children,6.47,0
Alejandro Riaño: Especial de stand up,Movie,Colombia,2018-01-10,2018,TV-MA,60 min,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",4.9,Comedy,6.34,0
Alelí,Movie,"Uruguay, Argentina",2020-04-16,2019,TV-MA,88 min,"Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",6.4,Comedy,6.34,0
Alex Fernández: The Best Comedian in the World,Movie,Mexico,2020-01-23,2020,TV-MA,51 min,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,6.9,Comedy,6.34,0
Alex Strangelove,Movie,United States,2018-06-08,2018,TV-MA,100 min,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,6.3,Comedy,6.34,0
Alexa & Katie,TV Show,United States,2020-06-13,2020,TV-G,4 Seasons,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.",7.3,Comedy,6.34,0
Ali Wong: Baby Cobra,Movie,United States,2016-05-06,2016,TV-MA,60 min,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",7.5,Comedy,6.34,0
Ali Wong: Hard Knock Wife,Movie,United States,2018-05-13,2018,TV-MA,64 min,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",7.4,Comedy,6.34,0
Ali's Wedding,Movie,Australia,2018-06-08,2018,TV-MA,110 min,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",6.9,Comedy,6.34,0
Alias Grace,TV Show,Canada,2017-11-03,2017,TV-MA,1 Season,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",7.8,Crime,7.41,1
Alibaba Aur 40 Chor,Movie,"Soviet Union, India",2018-01-15,1980,TV-14,147 min,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,6.2,Action & Adventure,6.14,0
