Title,type,country,date_added,release_year,rating,IMDb,Genre,Growth Outcome
Bennett's War,Movie,United States,2020-05-02,2019,PG-13,5.5,Drama,1
Black & Privileged: Volume 1,Movie,United States,2019-07-12,2019,TV-MA,3.2,Drama,1
Black Lightning,TV Show,United States,2020-03-17,2019,TV-14,6.1,Drama,1
Burning Cane,Movie,United States,2019-11-06,2019,TV-MA,5.5,Drama,1
Charmed,TV Show,United States,2020-05-09,2019,TV-14,7.1,Drama,1
Charmed,TV Show,United States,2020-05-09,2019,TV-14,4.5,Drama,1
Dolly Parton's Heartstrings,TV Show,United States,2019-11-22,2019,TV-14,7.6,Drama,1
Dynasty,TV Show,United States,2020-05-23,2019,TV-14,7.3,Drama,1
El Camino: A Breaking Bad Movie,Movie,United States,2019-10-11,2019,TV-MA,7.4,Drama,1
Every Time I Die,Movie,United States,2020-02-25,2019,TV-MA,5.0,Drama,1
"Extremely Wicked, Shockingly Evil and Vile",Movie,United States,2019-05-03,2019,R,6.6,Drama,1
Free Rein,TV Show,United States,2019-07-06,2019,TV-G,7.3,Drama,1
Free Rein: Valentine's Day,Movie,United States,2019-02-01,2019,TV-G,7.3,Drama,1
Freshman Year,Movie,United States,2020-03-03,2019,TV-PG,5.9,Drama,1
Full Count,Movie,United States,2020-02-23,2019,TV-PG,5.5,Drama,1
Good Sam,Movie,United States,2019-05-16,2019,TV-PG,5.6,Drama,1
Good Witch,TV Show,United States,2020-04-30,2019,TV-PG,7.3,Drama,1
Grey's Anatomy,TV Show,United States,2020-05-09,2019,TV-14,7.6,Drama,1
High Flying Bird,Movie,United States,2019-02-08,2019,TV-MA,6.2,Drama,1
Holiday in the Wild,Movie,United States,2019-11-01,2019,TV-PG,6.1,Drama,1
Holiday Rush,Movie,United States,2019-11-28,2019,TV-PG,4.8,Drama,1
In the Shadow of the Moon,Movie,United States,2019-09-27,2019,TV-MA,6.2,Drama,1
IO,Movie,United States,2019-01-18,2019,TV-14,4.7,Drama,1
Jezebel,Movie,United States,2020-01-16,2019,TV-MA,6.4,Drama,1
Juanita,Movie,United States,2019-03-08,2019,TV-MA,5.9,Drama,1
Justine,Movie,United States,2020-03-13,2019,TV-MA,6.9,Drama,1
Knightfall,TV Show,United States,2019-08-13,2019,TV-MA,6.8,Drama,1
Lady Driver,Movie,United States,2020-05-02,2019,PG,6.6,Drama,1
Last Ferry,Movie,United States,2020-03-11,2019,TV-MA,6.4,Drama,1
Legacies,TV Show,United States,2020-04-03,2019,TV-14,7.5,Drama,1
Lost in Space,TV Show,United States,2019-12-24,2019,TV-PG,7.3,Drama,1
Madam Secretary,TV Show,United States,2020-05-15,2019,TV-PG,7.6,Drama,1
Mine 9,Movie,United States,2020-04-06,2019,TV-MA,6.7,Drama,1
Miss Virginia,Movie,United States,2020-02-16,2019,TV-MA,6.6,Drama,1
Pose,TV Show,United States,2020-06-11,2019,TV-MA,8.6,Drama,1
Raising Dion,TV Show,United States,2019-10-04,2019,TV-PG,7.2,Drama,1
Saving Zoë,Movie,United States,2020-01-15,2019,R,5.2,Drama,1
See You Yesterday,Movie,United States,2019-05-17,2019,TV-MA,5.1,Drama,1
Soundtrack,TV Show,United States,2019-12-18,2019,TV-MA,6.7,Drama,1
Submission,Movie,United States,2019-11-11,2019,TV-MA,5.6,Drama,1
Tales of the City,TV Show,United States,2019-06-07,2019,TV-MA,7.4,Drama,1
The Ghost Who Walks,Movie,United States,2020-04-07,2019,TV-MA,5.2,Drama,1
The Highwaymen,Movie,United States,2019-03-29,2019,R,6.9,Drama,1
The I-Land,TV Show,United States,2019-09-12,2019,TV-MA,4.5,Drama,1
The Irishman,Movie,United States,2019-11-27,2019,R,7.9,Drama,1
The Last Czars,TV Show,United States,2019-07-03,2019,TV-MA,7.3,Drama,1
The Last Whistle,Movie,United States,2019-10-26,2019,PG,4.9,Drama,1
The OA,TV Show,United States,2019-03-22,2019,TV-MA,7.9,Drama,1
The Reliant,Movie,United States,2020-04-28,2019,PG-13,3.6,Drama,1
The Society,TV Show,United States,2019-05-10,2019,TV-MA,7.0,Drama,1
The Witcher,TV Show,United States,2019-12-20,2019,TV-MA,8.3,Drama,1
The World We Make,Movie,United States,2019-09-04,2019,PG,5.1,Drama,1
V Wars,TV Show,United States,2019-12-05,2019,TV-MA,6.1,Drama,1
Van Helsing,TV Show,United States,2020-09-27,2019,TV-MA,6.2,Drama,1
Velvet Buzzsaw,Movie,United States,2019-02-01,2019,R,5.7,Drama,1
Walk. Ride. Rodeo.,Movie,United States,2019-03-08,2019,TV-PG,6.4,Drama,1
WHAT / IF,TV Show,United States,2019-05-24,2019,TV-MA,6.3,Drama,1
A Haunting at Silver Falls: The Return,Movie,United States,2019-09-17,2019,TV-14,3.2,Horror,0
American Horror Story,TV Show,United States,2020-11-13,2019,TV-MA,8.0,Horror,0
Assimilate,Movie,United States,2019-10-25,2019,TV-MA,5.3,Horror,0
Dark Light,Movie,United States,2020-04-05,2019,TV-MA,4.2,Horror,0
Deadcon,Movie,United States,2020-01-16,2019,TV-14,2.8,Horror,0
Doom: Annihilation,Movie,United States,2019-12-25,2019,R,3.6,Horror,0
Eli,Movie,United States,2019-10-18,2019,TV-MA,5.7,Horror,0
Girl on the Third Floor,Movie,United States,2020-02-22,2019,TV-MA,4.6,Horror,0
Haunted,TV Show,United States,2019-10-11,2019,TV-MA,4.5,Horror,0
"Love, Death & Robots",TV Show,United States,2019-03-15,2019,TV-MA,8.5,Horror,0
Mercy Black,Movie,United States,2019-03-31,2019,TV-14,4.9,Horror,0
Polaroid,Movie,United States,2020-02-09,2019,PG-13,5.1,Horror,0
Rattlesnake,Movie,United States,2019-10-25,2019,TV-MA,4.6,Horror,0
Stranger Things,TV Show,United States,2019-07-04,2019,TV-14,8.8,Horror,0
Supernatural,TV Show,United States,2020-06-05,2019,TV-14,8.4,Horror,0
Sweetheart,Movie,United States,2019-12-25,2019,PG-13,5.7,Horror,0
The Car: Road to Revenge,Movie,United States,2020-02-01,2019,TV-MA,4.0,Horror,0
The Perfection,Movie,United States,2019-05-24,2019,TV-MA,6.1,Horror,0
Alien Warfare,Movie,United States,2019-04-05,2019,TV-MA,2.6,Action & Adventure,0
Angel Has Fallen,Movie,United States,2020-04-04,2019,R,6.4,Action & Adventure,0
Inside Man: Most Wanted,Movie,United States,2019-09-24,2019,R,5.6,Action & Adventure,0
Polar,Movie,United States,2019-01-25,2019,TV-MA,6.3,Action & Adventure,0
Rim of the World,Movie,United States,2019-05-24,2019,TV-14,5.1,Action & Adventure,0
Rogue Warfare,Movie,United States,2020-03-28,2019,R,2.6,Action & Adventure,0
Supergirl,TV Show,United States,2020-05-25,2019,TV-14,6.3,Action & Adventure,0
The Brave,Movie,United States,2020-01-15,2019,TV-MA,5.0,Action & Adventure,0
The Hard Way,Movie,United States,2019-03-05,2019,TV-MA,4.8,Action & Adventure,0
Triple Frontier,Movie,United States,2019-03-13,2019,R,6.4,Action & Adventure,0
Wu Assassins,TV Show,United States,2019-08-08,2019,TV-MA,6.4,Action & Adventure,0
13 Reasons Why: Beyond the Reasons,TV Show,United States,2019-08-23,2019,TV-MA,6.5,Crime,1
Arrow,TV Show,United States,2020-02-05,2019,TV-14,7.6,Crime,1
Designated Survivor,TV Show,United States,2019-06-07,2019,TV-MA,7.5,Crime,1
Dope,TV Show,United States,2019-06-28,2019,TV-MA,7.3,Crime,1
Exhibit A,TV Show,United States,2019-06-28,2019,TV-MA,6.2,Crime,1
Good Girls,TV Show,United States,2019-12-31,2019,TV-MA,7.9,Crime,1
Gotham,TV Show,United States,2019-09-30,2019,TV-MA,7.8,Crime,1
Marvel's Jessica Jones,TV Show,United States,2019-06-14,2019,TV-MA,8.0,Crime,1
Marvel's The Punisher,TV Show,United States,2019-01-18,2019,TV-MA,8.5,Crime,1
Narcoworld: Dope Stories,TV Show,United States,2019-11-22,2019,TV-MA,6.6,Crime,1
Riverdale,TV Show,United States,2020-05-14,2019,TV-14,7.0,Crime,1
Seis Manos,TV Show,United States,2019-10-03,2019,TV-MA,7.3,Crime,1
Surviving R. Kelly,TV Show,United States,2019-09-15,2019,TV-MA,7.6,Crime,1
The Blacklist,TV Show,United States,2020-09-18,2019,TV-14,8.0,Crime,1
The Confession Killer,TV Show,United States,2019-12-06,2019,TV-14,7.4,Crime,1
The Confession Tapes,TV Show,United States,2019-06-21,2019,TV-MA,7.5,Crime,1
The Devil Next Door,TV Show,United States,2019-11-04,2019,TV-MA,7.6,Crime,1
The Flash,TV Show,United States,2020-05-20,2019,TV-14,7.7,Crime,1
Unbelievable,TV Show,United States,2019-09-13,2019,TV-MA,8.4,Crime,1
When They See Us,TV Show,United States,2019-05-31,2019,TV-MA,8.9,Crime,1
A Tale of Two Kitchens,Movie,United States,2019-05-22,2019,TV-PG,6.4,Documentaries,1
Abstract: The Art of Design,TV Show,United States,2019-09-25,2019,TV-14,8.4,Documentaries,1
After Maria,Movie,United States,2019-05-24,2019,TV-PG,4.4,Documentaries,1
After the Raid,Movie,United States,2019-12-19,2019,TV-PG,4.2,Documentaries,1
American Factory,Movie,United States,2019-08-21,2019,TV-14,7.4,Documentaries,1
Basketball or Nothing,TV Show,United States,2019-08-02,2019,TV-PG,7.5,Documentaries,1
Bethany Hamilton: Unstoppable,Movie,United States,2020-03-25,2019,PG,7.3,Documentaries,1
"Bikram: Yogi, Guru, Predator",Movie,United States,2019-11-20,2019,TV-MA,6.7,Documentaries,1
Birders,Movie,United States,2019-09-25,2019,TV-G,6.4,Documentaries,1
"Breakfast, Lunch & Dinner",TV Show,United States,2019-10-23,2019,TV-MA,6.7,Documentaries,1
Broken,TV Show,United States,2019-11-27,2019,TV-14,6.8,Documentaries,1
Chef's Table,TV Show,United States,2019-02-22,2019,TV-MA,8.6,Documentaries,1
Clarence Clemons: Who Do I Think I Am?,Movie,United States,2019-11-14,2019,TV-MA,6.1,Documentaries,1
Dancing with the Birds,Movie,United States,2019-10-23,2019,TV-PG,8.3,Documentaries,1
Diagnosis,TV Show,United States,2019-08-16,2019,TV-14,7.8,Documentaries,1
Echo in the Canyon,Movie,United States,2019-10-24,2019,PG-13,7.0,Documentaries,1
Enter the Anime,Movie,United States,2019-08-05,2019,TV-MA,2.5,Documentaries,1
Explained,TV Show,United States,2019-09-26,2019,TV-MA,8.0,Documentaries,1
Fire in Paradise,Movie,United States,2019-11-01,2019,TV-MA,7.4,Documentaries,1
FYRE: The Greatest Party That Never Happened,Movie,United States,2019-01-18,2019,TV-MA,7.2,Documentaries,1
Ghosts of Sugar Land,Movie,United States,2019-10-16,2019,TV-MA,5.5,Documentaries,1
Girls Incarcerated,TV Show,United States,2019-06-21,2019,TV-MA,7.3,Documentaries,1
"Hello, Privilege. It's Me, Chelsea",Movie,United States,2019-09-13,2019,TV-MA,4.1,Documentaries,1
Inside Bill's Brain: Decoding Bill Gates,TV Show,United States,2019-09-20,2019,TV-14,8.0,Documentaries,1
It Takes a Lunatic,Movie,United States,2019-10-25,2019,TV-MA,6.5,Documentaries,1
League of Legends Origins,Movie,United States,2019-10-16,2019,TV-MA,6.5,Documentaries,1
Living Undocumented,TV Show,United States,2019-10-02,2019,TV-MA,6.3,Documentaries,1
Los Tigres del Norte at Folsom Prison,Movie,United States,2019-09-15,2019,TV-PG,6.9,Documentaries,1
Miles Davis: Birth of the Cool,Movie,United States,2020-03-06,2019,TV-MA,7.4,Documentaries,1
Our Planet,TV Show,United States,2019-04-05,2019,TV-PG,9.3,Documentaries,1
Q Ball,Movie,United States,2020-03-11,2019,TV-MA,6.8,Documentaries,1
QB1: Beyond the Lights,TV Show,United States,2021-01-04,2019,TV-14,7.8,Documentaries,1
ReMastered: Devil at the Crossroads,Movie,United States,2019-04-26,2019,TV-14,7.0,Documentaries,1
ReMastered: Massacre at the Stadium,Movie,United States,2019-01-11,2019,TV-MA,7.3,Documentaries,1
ReMastered: The Miami Showband Massacre,Movie,United States,2019-03-22,2019,TV-MA,7.0,Documentaries,1
ReMastered: The Two Killings of Sam Cooke,Movie,United States,2019-02-08,2019,TV-MA,7.2,Documentaries,1
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Movie,United States,2019-06-12,2019,TV-MA,7.7,Documentaries,1
Rotten,TV Show,United States,2019-10-04,2019,TV-MA,7.1,Documentaries,1
She Did That,Movie,United States,2020-02-04,2019,TV-PG,6.6,Documentaries,1
Shelby American,Movie,United States,2019-11-22,2019,TV-MA,7.2,Documentaries,1
Street Food,TV Show,United States,2019-04-26,2019,TV-PG,8.2,Documentaries,1
Surviving R. Kelly: The Impact,Movie,United States,2020-04-13,2019,TV-14,6.3,Documentaries,1
The Animal People,Movie,United States,2020-03-11,2019,TV-MA,7.2,Documentaries,1
The Black Godfather,Movie,United States,2019-06-07,2019,TV-MA,6.5,Documentaries,1
The Creative Brain,Movie,United States,2021-01-01,2019,TV-14,6.4,Documentaries,1
The Great Hack,Movie,United States,2019-07-24,2019,TV-MA,7.0,Documentaries,1
The Legend of Cocaine Island,Movie,United States,2019-03-29,2019,TV-MA,6.3,Documentaries,1
The Long Goodbye: The Kara Tippetts Story,Movie,United States,2019-06-23,2019,TV-PG,8.1,Documentaries,1
"The Mind, Explained",TV Show,United States,2019-09-12,2019,TV-14,8.1,Documentaries,1
The Movies That Made Us,TV Show,United States,2019-11-29,2019,TV-MA,7.8,Documentaries,1
The Pursuit,Movie,United States,2019-08-07,2019,TV-14,6.0,Documentaries,1
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,Movie,United States,2019-10-29,2019,TV-14,7.1,Documentaries,1
The Toys That Made Us,TV Show,United States,2019-11-15,2019,TV-14,8.1,Documentaries,1
Travis Scott: Look Mom I Can Fly,Movie,United States,2019-08-28,2019,TV-MA,6.3,Documentaries,1
Trixie Mattel: Moving Parts,Movie,United States,2020-03-27,2019,TV-MA,7.3,Documentaries,1
Unnatural Selection,TV Show,United States,2019-10-18,2019,TV-MA,8.0,Documentaries,1
3022,Movie,United States,2020-03-19,2019,R,4.5,Sci-Fi & Fantasy,0
Sturgill Simpson Presents Sound & Fury,Movie,United States,2019-09-27,2019,TV-MA,6.5,Sci-Fi & Fantasy,0
A Cinderella Story: Christmas Wish,Movie,United States,2019-12-01,2019,PG,5.2,Comedy,0
A Series of Unfortunate Events,TV Show,United States,2019-01-01,2019,TV-PG,7.8,Comedy,0
Adam Devine: Best Time of Our Lives,Movie,United States,2019-06-18,2019,TV-MA,5.8,Comedy,0
Always a Bridesmaid,Movie,United States,2020-03-03,2019,TV-14,6.2,Comedy,0
Anthony Jeselnik: Fire in the Maternity Ward,Movie,United States,2019-04-30,2019,TV-MA,7.0,Comedy,0
Arrested Development,TV Show,United States,2018-05-29,2019,TV-MA,8.7,Comedy,0
Astronomy Club: The Sketch Show,TV Show,United States,2019-12-06,2019,TV-MA,6.9,Comedy,0
Atypical,TV Show,United States,2019-11-01,2019,TV-14,8.3,Comedy,0
Between Two Ferns: The Movie,Movie,United States,2019-09-20,2019,TV-MA,6.1,Comedy,0
Bill Burr: Paper Tiger,Movie,United States,2019-09-10,2019,TV-MA,8.2,Comedy,0
Comedians in Cars Getting Coffee,TV Show,United States,2019-07-19,2019,TV-14,8.1,Comedy,0
Crazy Ex-Girlfriend,TV Show,United States,2019-04-13,2019,TV-MA,7.8,Comedy,0
Dave Chappelle: Sticks & Stones,Movie,United States,2019-08-26,2019,TV-MA,8.5,Comedy,0
Daybreak,TV Show,United States,2019-10-24,2019,TV-MA,6.7,Comedy,0
Dear White People,TV Show,United States,2019-08-02,2019,TV-MA,6.2,Comedy,0
Deon Cole: Cole Hearted,Movie,United States,2019-10-08,2019,TV-MA,6.9,Comedy,0
Documentary Now!,TV Show,United States,2019-06-03,2019,TV-14,8.1,Comedy,0
Dolemite Is My Name,Movie,United States,2019-10-25,2019,R,7.3,Comedy,0
Easy,TV Show,United States,2019-05-10,2019,TV-MA,6.9,Comedy,0
"Faith, Hope & Love",Movie,United States,2020-02-04,2019,PG,6.1,Comedy,0
Falling Inn Love,Movie,United States,2019-08-29,2019,TV-PG,5.6,Comedy,0
Friends from College,TV Show,United States,2019-01-11,2019,TV-MA,6.8,Comedy,0
Girlfriends' Guide to Divorce,TV Show,United States,2019-06-14,2019,TV-MA,6.9,Comedy,0
GLOW,TV Show,United States,2019-08-09,2019,TV-MA,8.0,Comedy,0
Historical Roasts,TV Show,United States,2019-05-27,2019,TV-MA,5.3,Comedy,0
Huge in France,TV Show,United States,2019-04-12,2019,TV-MA,6.8,Comedy,0
I Think You Should Leave with Tim Robinson,TV Show,United States,2019-04-23,2019,TV-MA,7.4,Comedy,0
I'm Sorry,TV Show,United States,2019-09-13,2019,TV-MA,7.9,Comedy,0
Iliza Shlesinger: Unveiled,Movie,United States,2019-11-19,2019,TV-MA,6.4,Comedy,0
Insatiable,TV Show,United States,2019-10-11,2019,TV-MA,6.6,Comedy,0
It's Bruno!,TV Show,United States,2019-05-17,2019,TV-MA,7.5,Comedy,0
Jeff Dunham: Beside Himself,Movie,United States,2019-09-24,2019,TV-MA,6.7,Comedy,0
Jenny Slate: Stage Fright,Movie,United States,2019-10-22,2019,TV-MA,5.8,Comedy,0
John Mulaney & The Sack Lunch Bunch,Movie,United States,2019-12-24,2019,TV-PG,7.5,Comedy,0
Katherine Ryan: Glitter Room,Movie,United States,2019-07-01,2019,TV-MA,6.0,Comedy,0
"Ken Jeong: You Complete Me, Ho",Movie,United States,2019-02-14,2019,TV-MA,5.7,Comedy,0
Kevin Hart: Irresponsible,Movie,United States,2019-04-02,2019,TV-MA,6.4,Comedy,0
Kevin Hart's Guide to Black History,Movie,United States,2019-02-08,2019,TV-PG,5.4,Comedy,0
Let It Snow,Movie,United States,2019-11-08,2019,PG-13,5.8,Comedy,0
Living with Yourself,TV Show,United States,2019-10-18,2019,TV-MA,7.2,Comedy,0
Love Dot Com: The Social Experiment,Movie,United States,2020-02-17,2019,TV-MA,4.2,Comedy,0
Malibu Rescue: The Series,TV Show,United States,2019-06-03,2019,TV-G,5.1,Comedy,0
Merry Happy Whatever,TV Show,United States,2019-11-28,2019,TV-PG,6.2,Comedy,0
Michelle Wolf: Joke Show,Movie,United States,2019-12-10,2019,TV-MA,7.1,Comedy,0
Mike Birbiglia: The New One,Movie,United States,2019-11-26,2019,TV-MA,7.6,Comedy,0
Mike Epps: Only One Mike,Movie,United States,2019-06-25,2019,TV-MA,4.9,Comedy,0
Murder Mystery,Movie,United States,2019-06-14,2019,PG-13,6.0,Comedy,0
Nate Bargatze: The Tennessee Kid,Movie,United States,2019-03-26,2019,TV-PG,7.5,Comedy,0
No Good Nick,TV Show,United States,2019-08-05,2019,TV-PG,5.8,Comedy,0
Norm of the North: King Sized Adventure,Movie,United States,2019-09-09,2019,TV-PG,3.1,Comedy,0
One Day at a Time,TV Show,United States,2019-02-08,2019,TV-PG,8.2,Comedy,0
Orange Is the New Black,TV Show,United States,2019-07-26,2019,TV-MA,8.1,Comedy,0
Paddleton,Movie,United States,2019-02-22,2019,TV-MA,7.2,Comedy,0
Pinky Malinky,TV Show,United States,2019-07-17,2019,TV-Y7,5.6,Comedy,0
Prank Encounters,TV Show,United States,2019-10-25,2019,TV-MA,5.0,Comedy,0
Prince of Peoria,TV Show,United States,2019-05-20,2019,TV-G,5.4,Comedy,0
"Ray Romano: Right Here, Around the Corner",Movie,United States,2019-02-05,2019,TV-MA,7.2,Comedy,0
Rocko's Modern Life: Static Cling,Movie,United States,2019-08-09,2019,TV-Y7,7.0,Comedy,0
Ronny Chieng: Asian Comedian Destroys America!,Movie,United States,2019-12-17,2019,TV-MA,7.4,Comedy,0
Russian Doll,TV Show,United States,2019-02-01,2019,TV-MA,7.9,Comedy,0
Santa Clarita Diet,TV Show,United States,2019-03-29,2019,TV-MA,7.8,Comedy,0
Santa Girl,Movie,United States,2019-11-01,2019,TV-PG,5.0,Comedy,0
Sebastian Maniscalco: Stay Hungry,Movie,United States,2019-01-15,2019,TV-MA,7.1,Comedy,0
Seth Meyers: Lobby Baby,Movie,United States,2019-11-05,2019,TV-MA,7.5,Comedy,0
Sextuplets,Movie,United States,2019-08-16,2019,TV-14,4.4,Comedy,0
Someone Great,Movie,United States,2019-04-19,2019,R,6.2,Comedy,0
Special,TV Show,United States,2019-04-12,2019,TV-MA,7.6,Comedy,0
Summer Night,Movie,United States,2020-03-19,2019,TV-MA,4.6,Comedy,0
Tall Girl,Movie,United States,2019-09-13,2019,TV-PG,5.2,Comedy,0
The Dirt,Movie,United States,2019-03-22,2019,TV-MA,7.0,Comedy,0
The Epic Tales of Captain Underpants,TV Show,United States,2019-07-19,2019,TV-Y7,6.8,Comedy,0
The Knight Before Christmas,Movie,United States,2019-11-21,2019,TV-14,5.5,Comedy,0
The Kominsky Method,TV Show,United States,2019-10-25,2019,TV-MA,8.2,Comedy,0
The Last Laugh,Movie,United States,2019-01-11,2019,TV-MA,5.6,Comedy,0
The Last O.G.,TV Show,United States,2019-12-04,2019,TV-MA,6.9,Comedy,0
The Last Summer,Movie,United States,2019-05-03,2019,TV-14,5.6,Comedy,0
The Laundromat,Movie,United States,2019-10-18,2019,R,6.3,Comedy,0
The Perfect Date,Movie,United States,2019-04-12,2019,TV-14,5.8,Comedy,0
The Secret Life of Pets 2,Movie,United States,2019-12-27,2019,PG,6.5,Comedy,0
The Spooky Tale of Captain Underpants Hack-a-ween,Movie,United States,2019-10-08,2019,TV-Y7,6.3,Comedy,0
Then Came You,Movie,United States,2019-06-01,2019,TV-14,7.0,Comedy,0
Tiffany Haddish Presents: They Ready,TV Show,United States,2019-08-13,2019,TV-MA,6.3,Comedy,0
Tiffany Haddish: Black Mitzvah,Movie,United States,2019-12-03,2019,TV-MA,6.1,Comedy,0
Trolls: The Beat Goes On!,TV Show,United States,2019-11-22,2019,TV-Y7,5.7,Comedy,0
Tuca & Bertie,TV Show,United States,2019-05-03,2019,TV-MA,7.4,Comedy,0
Unbreakable Kimmy Schmidt,TV Show,United States,2018-05-30,2019,TV-14,7.6,Comedy,0
Undercover Brother 2,Movie,United States,2019-11-05,2019,R,3.4,Comedy,0
Unicorn Store,Movie,United States,2019-04-05,2019,TV-14,5.5,Comedy,0
Wanda Sykes: Not Normal,Movie,United States,2019-05-21,2019,TV-MA,7.1,Comedy,0
Wine Country,Movie,United States,2019-05-10,2019,R,5.4,Comedy,0
Droppin' Cash: Los Angeles,TV Show,United States,2019-08-28,2019,TV-MA,3.5,Reality,1
Fastest Car,TV Show,United States,2019-09-20,2019,TV-MA,7.1,Reality,1
Hyperdrive,TV Show,United States,2019-08-21,2019,TV-PG,8.1,Reality,1
Nailed It! Holiday!,TV Show,United States,2019-11-22,2019,TV-PG,7.8,Reality,1
Queer Eye: We're in Japan!,TV Show,United States,2019-11-01,2019,TV-14,8.3,Reality,1
Rhythm + Flow,TV Show,United States,2019-10-09,2019,TV-MA,7.6,Reality,1
Tidying Up with Marie Kondo,TV Show,United States,2019-01-01,2019,TV-PG,6.6,Reality,1
Tiny House Nation,TV Show,United States,2020-01-17,2019,TV-PG,7.2,Reality,1
3Below: Tales of Arcadia,TV Show,United States,2019-07-12,2019,TV-Y7,7.8,Children,1
Charlie's Colorforms City,TV Show,United States,2019-03-22,2019,TV-Y,8.0,Children,1
Dolphin Kick,Movie,United States,2019-06-05,2019,TV-PG,4.4,Children,1
Llama Llama,TV Show,United States,2019-11-15,2019,TV-Y,6.1,Children,1
Spirit Riding Free: Spirit of Christmas,Movie,United States,2019-12-06,2019,TV-Y7,6.0,Children,1
Spirit: Riding Free,TV Show,United States,2019-04-05,2019,TV-Y7,6.4,Children,1
Super Monsters Save Christmas,Movie,United States,2019-11-26,2019,TV-Y,4.4,Children,1
Super Monsters: Vida's First Halloween,Movie,United States,2019-10-04,2019,TV-Y,5.9,Children,1
The Dragon Prince,TV Show,United States,2019-11-22,2019,TV-Y7,8.4,Children,1
True and the Rainbow Kingdom,TV Show,United States,2019-08-30,2019,TV-Y,6.9,Children,1
True: Happy Hearts Day,Movie,United States,2019-02-01,2019,TV-Y,8.6,Children,1
You vs. Wild,TV Show,United States,2019-04-10,2019,TV-PG,7.0,Children,1
Playing with Fire,TV Show,United States,2020-01-22,2019,TV-MA,6.1,Romance,1
Awake,Movie,United States,2019-11-24,2019,TV-MA,5.0,Thrillers,0
Deadly Switch,Movie,United States,2019-01-15,2019,TV-PG,4.5,Thrillers,0
Deviant Love,Movie,United States,2019-09-13,2019,TV-14,3.7,Thrillers,0
Fractured,Movie,United States,2019-10-11,2019,TV-MA,6.4,Thrillers,0
Jacob's Ladder,Movie,United States,2019-12-22,2019,R,3.4,Thrillers,0
Secret Obsession,Movie,United States,2019-07-18,2019,TV-14,4.3,Thrillers,0
Ultraman,TV Show,United States,2019-04-01,2019,TV-14,6.9,Anime,1
Chambers,TV Show,United States,2019-04-26,2019,TV-MA,6.5,Teen,1
Two Sentence Horror Stories,TV Show,United States,2019-09-20,2019,TV-14,5.5,Teen,1
Miracle in Cell No. 7,Movie,Turkey,2020-03-13,2019,TV-14,7.5,Drama,1
Stunt School,Movie,Turkey,2020-04-16,2019,TV-G,4.4,Comedy,0
Occupied,TV Show,Norway,2019-12-31,2019,TV-MA,7.7,Drama,1
Article 15,Movie,India,2019-09-06,2019,TV-MA,8.3,Drama,0
Bard of Blood,TV Show,India,2019-09-27,2019,TV-MA,7.0,Drama,0
Firebrand,Movie,India,2019-02-22,2019,TV-MA,5.1,Drama,0
Kabir Singh,Movie,India,2019-09-19,2019,TV-MA,7.1,Drama,0
Krutant,Movie,India,2019-06-02,2019,TV-14,6.4,Drama,0
